sl,id,source_sentence,paraphrased_sentence
135116,112015,বলা হচ্ছে এখন পর্যন্ত আমাদের সবমিলিয়ে কমবেশি ৫০০ ভেন্টিলেটর আছে যা দিয়ে রোগীদের কৃত্রিম শ্বাসপ্রশ্বাস চালু রাখা সম্ভব,বলা হয় যে আমাদের কাছে মোট প্রায় 500 ভেন্টিলেটর রয়েছে যা দিয়ে রোগীদের কৃত্রিম শ্বাস-প্রশ্বাসে রাখা যেতে পারে।
116109,91901,আমার হুঁশ ফেরার পর হাত দিয়ে দেখি তিনি বামপাশে হার্নিয়ার কথা বললেও ডানপাশে অপারেশন করেছেন,"আমি জ্ঞান ফেরার পর, আমি আমার হাত দিয়ে দেখলাম যে তিনি ডান পাশে অপারেশন করেছেন, যদিও তিনি বাম পাশের হার্নিয়ার কথা বলেছিলেন।"
91143,65195,তাই অনেকে একে আরও সহজ করে বোঝাতে শুধু প্লাজমা সেল না বলে প্লাজমা বি সেল বলে,তাই সহজে বোঝার জন্য অনেকে একে প্লাজমা সেল না বলে প্লাজমা বি সেল বলে।
43701,14632, লিচু  এ ফলে জলীয় অংশ অনেক,লিচুতে রয়েছে প্রচুর পরিমাণে পানি।
164274,143316,কিন্তু অতিরিক্ত ঘাম হলে তাঁরা ডাবের পানি ওরস্যালাইন বা সামান্য লবণ মেশানো পানি খেতে পারবেন,কিন্তু অতিরিক্ত ঘাম হলে নারকেলের পানি বা স্যালাইন বা সামান্য লবণ মিশিয়ে পানি পান করতে পারেন।
123699,100009,পুরুষত্বহীনতা  এটি পুরুষের যৌনকার্যে অক্ষমতাকে বুঝায়,পুরুষত্বহীনতা বলতে পুরুষদের যৌন কার্য সম্পাদনে অক্ষমতা বোঝায়।
63793,36171,এ বিষয়ে বিস্তারিত জানিয়েছেন বৃহদন্ত্র ও পায়ুপথ সার্জারি বিশেষজ্ঞ অধ্যাপক ডা একেএম ফজলুল হক,এ বিষয়ে বিস্তারিত জানিয়েছেন কোলন ও রেকটাল সার্জারি বিশেষজ্ঞ ডাঃ একেএম ফজলুল হক।
106563,81767,কিন্তু কোনো কারণে শরীরের রোগপ্রতিরোধ ক্ষমতা কমে গেলেই কেবল এই সংক্রমণের মাত্রা বেড়ে যেতে পারে যেটা ১ লাখে ২০ থেকে ৩০ জন হতে পারে,কিন্তু কোনো কারণে শরীরের রোগ প্রতিরোধ ক্ষমতা কমে গেলে সংক্রমণের মাত্রা বাড়তে পারে যা ১ লাখে ২০ থেকে ৩০ হতে পারে।
24713,29415, তবে ডায়াবেটিস রোগীরা নিয়মিত খেজুর খেলে ১ বা ২টি খেতে হবে,তবে ডায়াবেটিস রোগীদের নিয়মিত ১ বা ২ খেজুর খাওয়া উচিত।
125501,101932,পাঠকদের বোঝার সুবিধার্থে এ পর্যায়ে কমন কিছু Cognitive distortion বা ক্ষতিকর Cognition নিয়ে আলোচনা প্রাসঙ্গিক মনে করি,"পাঠকদের বোঝার সুবিধার্থে, আমি মনে করি এই পর্যায়ে কিছু সাধারণ জ্ঞানীয় বিকৃতি বা ক্ষতিকারক জ্ঞান নিয়ে আলোচনা করা প্রাসঙ্গিক।"
184490,164382,বন্যার সময় বীজতলা গেলে নানানভাবে চারা উৎপাদনের ব্যবস্থা জানুন,বীজতলা প্লাবিত হলে চারা উৎপাদনের বিভিন্ন পদ্ধতি সম্পর্কে জানুন।
25661,30521," তাই আশা করা যায়, এই সব্জি খেলে রক্তে শর্করা ভারসাম্য বজায় থাকবে",তাই আশা করা যায় এই সবজি খেলে রক্তে শর্করার ভারসাম্য বজায় থাকবে।
88222,62118,নিউমোনিয়ায় মৃত্যুর একতৃতীয়াংশ কারণ দূষিত বায়ু গ্রহণ,নিউমোনিয়ার এক-তৃতীয়াংশ মৃত্যুর কারণ দূষিত বায়ু শ্বাস নেওয়ার কারণে।
38125,8698,আমাদের দেশের গ্রামীণ বা শহর অঞ্চলে সারাদিনে মানুষ প্রায় ৯ গ্রামের মতো লবণ গ্রহণ করে থাকে,আমাদের দেশের গ্রামীণ বা শহরাঞ্চলে মানুষ দিনে প্রায় 9 গ্রাম লবণ গ্রহণ করে।
101188,75978,তাই ক্যানসারের চিকিৎসা রোগ নির্ণয়ের পর যত দ্রুত সম্ভব শুরু করা উচিত,তাই রোগ নির্ণয়ের পর যত তাড়াতাড়ি সম্ভব ক্যান্সারের চিকিৎসা শুরু করা উচিত।
196742,176636,চাইলে পেস্টটি সরাসরি ব্যবহার করতে পারেন,আপনি চাইলে পেস্টটি সরাসরি ব্যবহার করতে পারেন।
64895,37392,এদের অর্ধেকের বেশীই জানে না যে তারা থাইরয়েড সমস্যায় ভুগছে,তাদের অর্ধেকেরও বেশি জানেন না যে তারা থাইরয়েডের সমস্যায় ভুগছেন।
122005,98192,এতে হংকং বিশ্ববিদ্যালয় শিয়ামেন বিশ্ববিদ্যালয় ও বেইজিং ওয়ানতাই বায়োলজিক্যাল ফার্মেসির গবেষকরা রয়েছেন,"এতে হংকং ইউনিভার্সিটি, জিয়ামেন ইউনিভার্সিটি এবং বেইজিং ওয়ানটাই বায়োলজিক্যাল ফার্মেসির গবেষকরা অন্তর্ভুক্ত।"
181493,161372,ক্যালেন্ডার বোর্ডে পিন করা টুডু লিস্ট রেডি মোবাইলের পাওয়ার ব্যাংক,করণীয় তালিকা প্রস্তুত মোবাইল পাওয়ার ব্যাঙ্ক ক্যালেন্ডার বোর্ডে পিন করা হয়েছে৷
75001,48075, মাথা ঘুরার সমস্যা বেশি থাকলে একা একা চলাফেরা ঠিক নয়,মাথা ঘোরার সমস্যা বেশি হলে একা হাঁটা ভালো নয়।
142379,119690,শনিবার স্যামসাং ইলেকট্রনিকসের পক্ষ থেকে বলা হয়েছে তাদের একটি মোবাইল ডিভাইস ফ্যাক্টরিতে এক ব্যক্তির করোনাভাইরাসে আক্রান্তের বিষয়টি নিশ্চিত হওয়ায় কারখানা বন্ধ করা হয়েছে,"শনিবার, স্যামসাং ইলেকট্রনিক্স জানিয়েছে যে একজন ব্যক্তির করোনভাইরাস আক্রান্ত হওয়ার কারণে তাদের একটি মোবাইল ডিভাইস কারখানা বন্ধ করে দেওয়া হয়েছে।"
69812,42565,যদি রোগী অজ্ঞান হয়ে যায় তাহলে শিরায় গ্লুকোজ দেওয়ার ব্যবস্থা করতে হবে অথবা যত দ্রুত সম্ভব হাসপাতালে নিতে যেতে হবে,"যদি রোগী অজ্ঞান হয়ে যায়, তাহলে শিরায় গ্লুকোজ দিন বা যত তাড়াতাড়ি সম্ভব হাসপাতালে যান।"
134955,111840,সে কারণে সেপ্টেম্বর পর্যন্ত তারা ১০ লাখ ডোজ উৎপাদন করতে যাচ্ছেন,সেজন্য তারা সেপ্টেম্বর পর্যন্ত 1 মিলিয়ন ডোজ তৈরি করতে যাচ্ছে।
121541,97680,আর চুলের ফলিকল যখন রেস্টিং স্টেজে যায় তখন তাকে টেলোজেন ইফফ্লুভিয়াম বলে,আর চুলের ফলিকল যখন বিশ্রামের পর্যায়ে চলে যায় তখন একে টেলোজেন এফ্লুভিয়াম বলে।
127257,103778,আর এই কিট আনতে সময় লাগে,আর এই কিট আনতে সময় লাগে।
36252,6709,রোববার রাজধানীর এক হোটেলে আয়োজিত এক অনুষ্ঠানে এই গাইডলাইন প্রকাশ করা হয়,রোববার রাজধানীর একটি হোটেলে আয়োজিত এক অনুষ্ঠানে এই নির্দেশিকা প্রকাশ করা হয়।
164943,144051,মো ইকবাল হোসেন জ্যেষ্ঠ পুষ্টি কর্মকর্তা চট্টগ্রাম ডায়াবেটিক জেনারেল হাসপাতাল চট্টগ্রাম,মোঃ ইকবাল হোসেন সিনিয়র নিউট্রিশন অফিসার চট্টগ্রাম ডায়াবেটিক জেনারেল হাসপাতাল চট্টগ্রাম
87531,61352,কোনো ওষুধের চিকিৎসা লাগে না শুধু মায়ের দুধপানই যথেষ্ট,"কোন ওষুধের চিকিৎসার প্রয়োজন নেই, শুধুমাত্র মায়ের দুধই যথেষ্ট।"
59691,31829,থাই ও কুঁচকি সবসময় যথাসম্ভব শুকনো রাখা উচিত,উরু এবং কুঁচকি সবসময় যতটা সম্ভব শুষ্ক রাখতে হবে।
44219,15215,তিন কাপ ফুটন্ত গরম পানি এবং এক কাপ দুধ দিয়ে মাঝারি আঁচে পোলাও রান্না করুন,তিন কাপ ফুটন্ত গরম পানি ও এক কাপ দুধ দিয়ে মাঝারি আঁচে পোলাও রান্না করুন।
2265,2658,ডেঙ্গুতে আক্রান্ত হয়ে গত ২৪ ঘণ্টায় আরও ১৩ জনের মৃত্যু হয়েছে,গত ২৪ ঘণ্টায় ডেঙ্গুতে আক্রান্ত হয়ে ১৩ জনের মৃত্যু হয়েছে।
75222,48310,যেমনচোখের প্রেসার বেড়ে যায় চোখে ছানি পড়ে যায় তাদের ভিস্ট্রিয়াস লেয়ার পরিবর্তন হয়ে চোখের সামনে কালো কালো মাছির মতো উড়ে অনেক সময় চোখের ভেতরের অংশ রেটিনা পাতলা হয়ে ছিঁড়ে যায়,"চোখের চাপ বাড়ার সাথে সাথে চোখে ছানি পড়ে, তাদের কাঁচের স্তর পরিবর্তিত হয় এবং চোখের সামনে কালো মাছি উড়ে যায়।"
90858,64896,বিশেষ করে এটি যদি টেম্পোরাল লোবকে প্রভাবিত করে তা হলে এ সমস্যা বেশি দেখা দেয়,টেম্পোরাল লোবে আক্রান্ত হলে এই সমস্যা বেশি দেখা যায়।
117594,93465,বৃহস্পতিবার বাংলাদেশ তামাকবিরোধী জোট এবং ডব্লিউবিবি ট্রাস্ট আয়োজনে ডব্লিউবিবি ট্রাস্টের কৈবর্ত সভাকক্ষে রোগ প্রতিরোধব্যবস্থা জোরদার করতে প্রয়োজন হেলথ প্রমোশন ফাউন্ডেশন শীর্ষক আলোচনাসভায় বক্তারা এ দাবি করেন,বৃহস্পতিবার বাংলাদেশ তামাক বিরোধী জোট ও ডব্লিউবিবি ট্রাস্টের আয়োজনে রোগ প্রতিরোধ ক্ষমতা জোরদার করার প্রয়োজনীয়তা শীর্ষক আলোচনা সভায় বক্তারা এ দাবি জানান।
139166,116308,শনিবার সকালে সে প্রচণ্ড জ্বর সর্দি কাশি ও শ্বাসকষ্ট নিয়ে বাড়িতে ফেরে,"শনিবার সকালে তিনি প্রচণ্ড জ্বর, সর্দি, কাশি ও শ্বাসকষ্ট নিয়ে বাড়ি ফেরেন।"
107410,82677,এমনকি অপারেশন করে জরায়ু ফেলতেও হয় না,এমনকি আপনার হিস্টেরেক্টমিও করতে হবে না।
53574,25201,এক্ষেত্রেও বিশ্ববাজার ডলার জ্বালানির মূল্যবৃদ্ধি এবং রাশিয়াইউক্রেন যুদ্ধের অজুহাত দেওয়া হচ্ছে,এক্ষেত্রে বিশ্বব্যাপী ডলারের জ্বালানি মূল্য বৃদ্ধি এবং রাশিয়া-ইউক্রেন যুদ্ধকেও অজুহাত হিসেবে ব্যবহার করা হয়।
45223,16279,"কিন্তু পুরুষের জন্য জন্মনিরোধক তৈরিতে এত বাধা কেন 
মনোরোগ বিশেষজ্ঞের কাছে এক তরুণ নিজের ব্রিবতকর অভিজ্ঞতা খুলে বলে",কিন্তু পুরুষদের জন্য জন্মনিয়ন্ত্রণ তৈরিতে এত বাধা কেন? একজন যুবক তার যন্ত্রণাদায়ক অভিজ্ঞতা একজন মনোরোগ বিশেষজ্ঞের কাছে প্রকাশ করে।
167318,146614,জিবিএসের ক্ষেত্রে সাধারণত প্রায় ৮০ শতাংশ রোগী সম্পূর্ণ আরোগ্য লাভ করে,"জিবিএস-এ, প্রায় 80 শতাংশ রোগী সাধারণত সম্পূর্ণ সুস্থ হয়ে ওঠে।"
163227,142164,ভাজিভুনা খাবারের পরিবর্তে কম মসলাযুক্ত পাতলা ঝোলের তরকারি খাবেন,ভাজা খাবারের পরিবর্তে কম মশলাদার ঝোল দিয়ে তরকারি খান।
122277,98480,বিশেষ করে প্রোজেস্টেরনের মাত্রা বেড়ে যাওয়াতে মুখের মধ্যকার জীবাণু সক্রিয় হয়ে ওঠে গর্ভাবস্থার ২ থেকে ৮ মাসের মধ্যে দাঁতে গর্ত দাঁত শিন শিন করা মাড়ি ফুলে গিয়ে রক্ত পড়া বা প্রেগনেন্সি ইপিউলিস খুব সাধারণ,"মুখের ব্যাকটেরিয়া সক্রিয় হয়ে ওঠে, বিশেষ করে প্রোজেস্টেরনের মাত্রা বাড়ার সাথে সাথে। গর্ভাবস্থার 2 থেকে 8 মাসের মধ্যে দাঁতের গহ্বর, দাঁত পিষে যাওয়া, মাড়ি ফুলে যাওয়া, রক্তপাত বা গর্ভাবস্থার প্যাপিউলগুলি সাধারণ।"
142162,119464,কিন্তু সাময়িক ফ্যাশন করতে গিয়ে সস্তার সানগ্লাস ব্যবহার করে চোখের ক্ষতি করে ফেলছেন নিজের অজান্তেই,কিন্তু সাময়িক ফ্যাশন করতে গিয়ে নিজের অজান্তেই সস্তার সানগ্লাস ব্যবহার করে চোখের ক্ষতি করছেন।
3073,3617, লিভারে চর্বি জমলে সেখানে প্রদাহের সম্ভাবনা বেড়ে যায়,লিভারে চর্বি জমে প্রদাহ হওয়ার সম্ভাবনা বেড়ে যায়।
107381,82646,যে ধমনি থেকে রক্তক্ষরণ হচ্ছে তা চিহ্নিত করে ধমনিতে এমবোলাইজেশন করতে হবে অথবা ফুসফুসের এই অংশটি কেটে বাদ দিতে হবে,রক্তক্ষরণ ধমনী সনাক্ত করে বা ফুসফুসের রিসেকশনের মাধ্যমে ধমনী এম্বোলাইজেশন করা উচিত।
1791,2094, রান্নায় শাকসবজি ব্যবহার করার আগে কম করে আধঘণ্টা লবণলে ভিজিয়ে রেখে তারপর রান্না করুন,রান্নায় শাকসবজি ব্যবহারের আগে অন্তত আধা ঘণ্টা লবণে ভিজিয়ে রেখে তারপর রান্না করুন।
123358,99649,সিটিস্ক্যান করালে এই রোগ শনাক্ত করা সম্ভব,একটি সিটি স্ক্যান এই রোগ সনাক্ত করতে পারে।
14315,16901, হজম সংক্রান্ত সমস্যা দূর করে কোষ্ঠ পরিষ্কার রাখে আমলকী,আমলকি হজমের সমস্যা দূর করে এবং কোলন পরিষ্কার রাখে।
193633,173527,শরীরে ডিহাইড্রেশন বা পানিস্বল্পতা হলে ত্বক ও চুল শুষ্ক হয়ে অতিরিক্ত চুল পড়তে থাকে,শরীর পানিশূন্য হলে ত্বক ও চুল শুষ্ক হয়ে যায় এবং অতিরিক্ত চুল পড়ে।
4753,5570, তবে প্রস্রাবের জটিলতায় এর ব্যবহারের ক্ষেত্রে এলবুমিন সংক্রান্ত কিছু সাদৃশ্যগত সমস্যা হতে পারে,"যাইহোক, প্রস্রাবের জটিলতায় এর ব্যবহারে অ্যালবুমিনের সাথে কিছু অনুরূপ সমস্যা হতে পারে।"
175243,155095, বৃদ্ধি ব্যাহত হওয়া  শিশুদের ক্ষেত্রে হাড় বা জয়েন্টের স্বাভাবিক বৃদ্ধি ব্যাহত হয় যদি সংক্রমণ হাড়ের নরম এলাকা বা গ্রোথ প্লেটে ঘটে,বৃদ্ধি প্রতিবন্ধী শিশুদের ক্ষেত্রে হাড় বা জয়েন্টের স্বাভাবিক বৃদ্ধি ব্যাহত হয় যদি হাড় বা গ্রোথ প্লেটের নরম অংশে সংক্রমণ ঘটে।
164047,143067,অথবা ভোর বা সন্ধ্যা এমন শীতল সময় বেছে নিন,অথবা ভোর বা সন্ধ্যার মতো শীতল সময় বেছে নিন।
36271,6728,এর মধ্যে ১০ শতাংশ মারা যাচ্ছে ডায়াবেটিসে,তাদের মধ্যে 10 শতাংশ ডায়াবেটিসে মারা যায়।
28884,34305,সময়মতো চিকিৎসা না নিলে রোগ জটিল হয়ে লিভার সিরোসিসের মতো জটিলতা হতে পারে,সময়মতো চিকিৎসা না করালে রোগটি জটিল আকার ধারণ করে এবং লিভার সিরোসিসের মতো জটিলতা সৃষ্টি করতে পারে।
109622,85038,এমনকি অনেকে অ্যান্টিবায়োটিকও নিয়ে থাকেন,এমনকি অনেকে অ্যান্টিবায়োটিকও খেয়ে থাকেন।
50132,21531,দুশ্চিন্তার বিষয় হলো দেশে কিডনি রোগ ও কিডনি অকেজো রোগীর সংখ্যা ক্রমান্বয়ে বৃদ্ধি পাচ্ছে,"উদ্বেগের বিষয়, দেশে কিডনি রোগ ও কিডনি বিকল রোগীর সংখ্যা ক্রমান্বয়ে বাড়ছে।"
102089,76955,অন্তর্বাস নিয়মিত পরিবর্তন করতে হবে,অন্তর্বাস নিয়মিত পরিবর্তন করা উচিত।
72896,45836,থাইরয়েড গ্লান্ডের ক্যানসার একটি জটিল রোগ,থাইরয়েড গ্রন্থির ক্যান্সার একটি জটিল রোগ।
42260,13121, বরই বা কুল  এ সময় বাজারে বিভিন্ন ধরনের বরই বা কুল দেখতে পাওয়া যায়,বরই বা কুল এ সময় বাজারে বিভিন্ন ধরনের বরই বা কুল দেখা যায়।
112528,88102,এক্ষেত্রে কতটুকু ফল ও সবজি খাবে তা ডায়েটিশিয়ান নির্ধারণ করে দিয়ে থাকে,এক্ষেত্রে কতটা ফল ও সবজি খাবেন তা ডায়েটিশিয়ান নির্ধারণ করেন।
112349,87922,লেখক  মুখ ও দন্তরোগ বিশেষজ্ঞ,লেখক মৌখিক ও দাঁতের বিশেষজ্ঞ।
89686,63638,শীতকালে নানা রোগব্যাধি বাসা বাধে শরীরে,শীতকালে নানা রোগ বাসা বাঁধে শরীরে।
121822,97997,খুব কম ক্ষেত্রে টনসিলে ঘনঘন ইনফেকশন থেকে বাতজ্বর রিউম্যাটিক ফিভার হতে পরে,"বিরল ক্ষেত্রে, বারবার টনসিল সংক্রমণ থেকে বাতজ্বর হতে পারে।"
86330,60100,এর সঙ্গে মুখে খাওয়া ও লাগানোর ওষুধও ব্যবহার করতে হয়,"এর সাথে, মুখের এবং সাময়িক ওষুধও ব্যবহার করা হয়।"
100939,75701,২ যারা ইতিমধ্যে গর্ভধারণ করে ফেলেছেন তারা সর্বোচ্চ সাবধানতা অবলম্বন করবেন,2 যারা ইতিমধ্যে গর্ভবতী তাদের সর্বোচ্চ সতর্কতা অবলম্বন করা উচিত।
40662,11427,পায়ের হাড় বলতে হাঁটুর নিচ থেকে গোড়ালির গাঁট পর্যন্ত টিবিয়া ও ফিবুলা নামক দুটো হাড়কে বোঝায়,"পায়ের হাড় বলতে হাঁটুর নিচ থেকে গোড়ালি পর্যন্ত দুটি হাড়কে বোঝায়, যাকে বলা হয় টিবিয়া এবং ফিবুলা।"
133831,110667,সম্প্রতি আংশিকভাবে প্রকাশিত আমেরিকার একটি গবেষণা প্রবন্ধ ও বিশ্বের বিভিন্ন দেশের করোনা সংক্রমণের তথ্যউপাত্ত বিশ্লেষণ করে এমনটিই মনে করছেন এ গবেষক,সম্প্রতি প্রকাশিত আমেরিকান গবেষণা নিবন্ধ এবং বিশ্বের বিভিন্ন দেশে করোনা সংক্রমণের তথ্য বিশ্লেষণ করে এমনটাই মনে করছেন গবেষক।
179166,159040,প্রতি বছর বিশ্বে ১ কোটি ৭০ লাখ মানুষ স্ট্রোক করেন,বিশ্বব্যাপী 17 মিলিয়ন মানুষ প্রতি বছর স্ট্রোকের শিকার হয়।
190606,170500,আপনার সাইজ অনুযায়ী ধুতি পাঞ্জাবি কিনুন,আপনার সাইজ অনুযায়ী ধুতি পাঞ্জাবি কিনুন
184724,164617,আর কলা খোসা ছাড়িয়ে ছোটছোট টুকরো করে রাখুন,কলার খোসা ছাড়িয়ে ছোট ছোট টুকরো করে কেটে নিন।
34193,4509,বুধবার বারডেম অডিটোরিয়ামে আয়োজিত অনুষ্ঠানে চিকিৎসকদের হাতে এ পদক তুলে দেন অনুষ্ঠানের প্রধান অতিথি শিক্ষামন্ত্রী ডা দিপু মনি,বুধবার বারডেম মিলনায়তনে আয়োজিত এক অনুষ্ঠানে চিকিৎসকদের হাতে পদক তুলে দেন অনুষ্ঠানের প্রধান অতিথি শিক্ষামন্ত্রী ডা. দীপু মনি।
187315,167209,তবে এবার থেকে মিষ্টি প্রেমীরা উৎসবে রাখতে পারেন সুগার ফ্রি মিষ্টি,মিষ্টিপ্রেমীরা এখন থেকে উৎসবে চিনিমুক্ত মিষ্টি খেতে পারবেন।
80763,54193,হারপিস ভাইরাসজনিত কারণে ঠোঁট ফুলে গেলে অবশ্যই অ্যাসাইক্লোভির গোত্রভুক্ত ওষুধ সঠিক নিয়মে নির্দিষ্ট মাত্রায় সেবন করতে হবে,হারপিস ভাইরাসের কারণে ঠোঁট ফুলে গেলে Acyclovir অবশ্যই সঠিক মাত্রায় গ্রহণ করতে হবে।
108233,83564,গণপরিবহণ অপ্রয়োজনে ব্যবহার থেকে বিরত থাকুন,গণপরিবহনের অপ্রয়োজনীয় ব্যবহার এড়িয়ে চলুন।
133210,110003,বাচ্চাদের ক্যালরি চাহিদা বেশি বলে এর সঙ্গে যোগ করা যেতে পারে ঘি,শিশুদের ক্যালরির চাহিদা বেশি হওয়ায় এতে ঘি যোগ করা যেতে পারে।
44075,15049,যা লাগবে  সুজি এক কাপ আনারসের জুস আধা কাপ পানি দেড় কাপ চিনি সোয়া এক কাপ ঘি আধা কাপ এলাচ গুঁড়া আধা চা চামচ কাজুবাদাম ক্রাশ ৮১ কাপ আখরোট ক্রাশ ৮১ কাপ জাফরান আধা চা চামচ এক টেবিল চামচ পানিতে ভেজানো পানি ৪১ কাপ পেস্তা কুচি গার্নিশিংএর জন্য,আপনার যা লাগবে সুজি এক কাপ আনারসের রস আধা কাপ পানি দেড় কাপ চিনি সয়া আধা কাপ এলাচ গুঁড়া আধা চা চামচ কাজু বাদাম কুচানো 81 কাপ আখরোট গুঁড়ো 81 কাপ জাফরান আধা চা চামচ এক টেবিল চামচ ভেজানো পানি 41 কাপ পেস্তা বাদাম গার জন্য।
550,649," গবেষণা অনুসারে, ব্রকলিতে প্রতি কাপে পাঁচ গ্রাম ফাইবার থাকে","গবেষণা অনুসারে, ব্রকলিতে প্রতি কাপে পাঁচ গ্রাম ফাইবার থাকে।"
146955,124593,সাধারণত ৫ থেকে ১০ শতাংশ নারীকে আরও পরীক্ষার জন্য বলা হয়ে থাকে কিন্তু সৌভাগ্যবশত এসব ক্ষেত্রে ৯০ শতাংশের বেশিরই ক্যানসার থাকে না,"সাধারণত, 5 থেকে 10 শতাংশ মহিলাকে আরও পরীক্ষার জন্য বলা হয়, কিন্তু সৌভাগ্যবশত, এই ক্ষেত্রে 90 শতাংশেরও বেশি ক্যান্সার হয় না।"
53877,25545,রোগীরা সাধারণত পায়ুপথ দিয়ে রক্তক্ষরণ পায়ুপথ ফুলে যাওয়া ব্যথা অনুভব করা পায়ুপথ দিয়ে পাইলস বেরিয়ে আসা মলদ্বারের চারপাশে চুলকানো বিভিন্ন উপসর্গের কথা বলে থাকেন,"রোগীরা সাধারণত রেকটাল রক্তপাত, মলদ্বার ফুলে যাওয়া, ব্যথা, রেকটাল পাইলস এবং মলদ্বারের চারপাশে চুলকানির মতো বিভিন্ন উপসর্গ রিপোর্ট করে।"
93613,67824,এভাবে দিনে তাপমাত্রা যখন তখন বাড়ছেকমছে,এভাবে দিনের বেলা তাপমাত্রা বাড়ে ও কমে।
35872,6308, হাড়ে রক্ত সরবরাহ কমে গেলে জয়েন্টে ব্যথা হয় জয়েন্ট কাজ করে না জয়েন্ট দুর্বল হয়ে যায়,"হাড়ে রক্ত ​​সরবরাহ কমে গেলে জয়েন্টে ব্যথা হয়, জয়েন্ট কাজ করে না, জয়েন্ট দুর্বল হয়ে পড়ে।"
53311,24921,তবে মারাত্মক ধরনের কান পাকা রোগে অপারেশনই হচ্ছে প্রকৃত চিকিৎসা,"যাইহোক, সার্জারি হল গুরুতর কানের সংক্রমণের আসল চিকিৎসা।"
140450,117657,লক্ষণ দেখে কিছু চিকিৎসা দেয়া হয়,উপসর্গের উপর ভিত্তি করে কিছু চিকিৎসা দেওয়া হয়।
78483,51766,সমস্যাগুলো যদি বয়স বাড়ার কারণে না হয়ে অন্য কোনো অসুখবিসুখ কিংবা ওষুধের পার্শ্বপ্রতিক্রিয়ার কারণে হয় তাহলে তার সমাধান করা যেতে পারে,"সমস্যাগুলো যদি বার্ধক্যজনিত কারণে না হয়ে অন্য কোনো চিকিৎসার কারণে বা ওষুধের পার্শ্বপ্রতিক্রিয়ার কারণে হয়ে থাকে, তাহলে সেগুলো সমাধান করা যেতে পারে।"
133591,110411,এজন্য নিজেকেই দোষী মনে করছি,আমি এর জন্য অপরাধী বোধ করি।
20953,24896,জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের জন্মদিন (১৭ মার্চ) এবং বিশ্ব কিডনি দিবস (৯ মার্চ) সামনে রেখে সোমবার বেলা সাড়ে ১১টায় ইনসাফ বারাকাহ কিডনি অ্যান্ড জেনারেল হাসপাতাল ভবনে মতবিনিময় সভায় বিশেষ অতিথির বক্তব্যে তিনি এ কথা বলেন,সোমবার সকাল সাড়ে ১১টায় ইনসাফ বারাকাহ কিডনি ও জেনারেল হাসপাতাল ভবনে জাতির জনক বঙ্গবন্ধু শেখ মুজিবুর রহমানের জন্মদিন (১৭ মার্চ) উপলক্ষে এক মতবিনিময় সভায় বিশেষ অতিথির বক্তব্যে তিনি এসব কথা বলেন। বিশ্ব কিডনি দিবস (9 মার্চ)।
52420,23965, স্তনবৃন্ত বা স্তনের চামড়া খোসার মত হওয়া,স্তনবৃন্ত বা স্তনের ত্বকের খোসা।
11476,13509, এই ফল ভিটামিন সি-এর ভাণ্ডার,এই ফলটি ভিটামিন সি এর ভান্ডার।
180571,160448,যুগ যুগ ধরে লাল সবুজের পতাকা হাতে নাজমুন নাহারের বিশ্ব ভ্রমণের এই দৃষ্টান্ত পৃথিবীর মানচিত্রে বাংলাদেশকে গৌরবান্বিত করবে,লাল-সবুজ পতাকা হাতে নিয়ে নাজমুন নাহারের পৃথিবী ভ্রমণের এই উদাহরণ বিশ্ব মানচিত্রে বাংলাদেশকে মহিমান্বিত করবে।
95489,69819, প্রোবায়োটিকস খান  পেটে খাবার ভালোভাবে হজমের জন্য প্রয়োজন প্রচুর পরিমাণে উপকারী ব্যাকটেরিয়া,প্রোবায়োটিক খান ভালো হজমের জন্য পেটে প্রচুর উপকারী ব্যাকটেরিয়া প্রয়োজন।
66110,38688,তাকে নরম হালকা সুতি কাপড় পরাতে হবে,তাকে নরম হালকা সুতির পোশাক পরতে হবে।
75453,48552,এটি ফুসফুসের চাপ এবং রক্তপ্রবাহ পরিপক্কতায় বিলম্বের কারণে ঘটে থাকে,এটি পালমোনারি ধমনী এবং রক্ত ​​​​প্রবাহের পরিপক্কতায় বিলম্বের কারণে ঘটে।
186918,166812,শিশুদের পোশাক কেনার সময় যেসব বিষয় মাথায় রাখবেন,বাচ্চাদের পোশাক কেনার সময় যে বিষয়গুলো মাথায় রাখবেন
142032,119328,গরম পানি দিয়ে হাত ধুলেও সংক্রমণের ঝুঁকি কমে যায়,গরম পানি দিয়ে হাত ধোয়া সংক্রমণের ঝুঁকিও কমায়।
3300,3878," বিশেষত, আমাদের দেশে এই সমস্যার প্রকোপ তুলনায় অনেকটাই বেশি",বিশেষ করে আমাদের দেশে এই সমস্যার প্রকোপ অনেক বেশি।
69971,42729,দীর্ঘমেয়াদি টনসিলের ইনফেকশন থাকলে অপারেশন না করালে নিন্মোক্ত সমস্যা হতে পারে,দীর্ঘমেয়াদী টনসিল সংক্রমণে অপারেশন না করালে নিম্নলিখিত সমস্যা হতে পারে।
117355,93212,সার্বিকভাবে আমরা এখনও কোভিড মোকাবেলায় নিজেদের উপযোগী বা প্রস্তুত করতে পারিনি,"সর্বোপরি, আমরা এখনও কোভিডের সাথে মোকাবিলা করার জন্য নিজেকে মানিয়ে নিতে পারিনি বা প্রস্তুত করতে পারিনি।"
