source,reference,prediction,latency,error,_idx
অথচ মাইক্রোক্যালসিফিকেশনগুলি যদি নির্দিষ্ট প্যাটার্ন বা ক্লাস্টারে উপস্থিত হয় তবে এটি ক্যানসারের প্রথম এবং প্রথম দিকের লক্ষণ হতে পারে,"যাইহোক, যদি মাইক্রোক্যালসিফিকেশন নির্দিষ্ট প্যাটার্ন বা ক্লাস্টারে প্রদর্শিত হয় তবে এটি ক্যান্সারের প্রথম এবং প্রথম দিকের লক্ষণ হতে পারে।",কিন্তু মাইক্রোক্যালসিফিকেশনগুলো যদি কোনো নির্দিষ্ট ধাঁ,5.035477721000461,,
তখন মাকে বাঁচানো অনেক বেশি কঠিন হয়ে যায়,তখন মাকে বাঁচানো অনেক কঠিন হয়ে পড়ে।,সেই সময় মাকে বাঁচানো আরও বেশি কঠিন হয়ে পড়ে।,2.7434676379998564,,
 ঠাণ্ডা পানিতে পরিষ্কার কাপড় ভিজিয়ে নিংড়ান,ঠাণ্ডা পানিতে একটি পরিষ্কার কাপড় ভিজিয়ে মুড়িয়ে নিন।,ঠাণ্ডা জলে পরিষ্কার কাপড় ভিজিয়ে পেঁচিয়ে নিন,3.849526332000096,,
"৩ কোল্ড কফি
কফিতে ক্যাফেইন থাকে আর এটি পানি দিয়েই বানানো হয়",3 কোল্ড কফি কফিতে ক্যাফেইন থাকে এবং এটি পানি দিয়ে তৈরি করা হয়।,কোল্ড কফিতে ক্যাফেইন থাকে এবং এটি পানি দিয়ে তৈরি করা হয়।,3.460069938999368,,
 ইতোমধ্যে ডেঙ্গু আক্রান্ত হয়ে মারা গেছে ১৩ জন,ডেঙ্গুতে আক্রান্ত হয়ে ইতিমধ্যে ১৩ জনের মৃত্যু হয়েছে।,ইতিমধ্যে ডেঙ্গু সংক্রমণে ১৩ জনের মৃত্যু হয়েছে।,4.718230708999727,,
 দীর্ঘ সময় সূর্যের ক্ষতিকর আলো থেকে ত্বক রক্ষা করুন সূর্যের তাপ নির্গত অতিবেগুনি রশ্মি আমাদের স্বাস্থ্য এবং ত্বকের ওপর মারাত্মক ক্ষতিকর প্রভাব ফেলে,দীর্ঘমেয়াদী ক্ষতিকারক সূর্যের রশ্মি থেকে ত্বককে রক্ষা করুন সূর্যের তাপে নির্গত অতিবেগুনি রশ্মি আমাদের স্বাস্থ্য ও ত্বকের ওপর মারাত্মক ক্ষতিকর প্রভাব ফেলে।,সূর,7.988296784999875,,
বিজ্ঞানীরা বলেন রাতে ঘুমের মধ্যে হিপোক্যাম্পাস দিনের সব ঘটনা নিওকর্টেক্সের কাছে রিপ্লে বা পুনঃসম্প্রচার করতে থাকে আর নিওকর্টেক্স একে প্রক্রিয়াজাত করে স্মৃতিতে রূপান্তরিত করে,"বিজ্ঞানীরা বলছেন যে হিপ্পোক্যাম্পাস ঘুমের সময় নিওকর্টেক্সের কাছে দিনের সমস্ত ঘটনা রিপ্লে বা পুনঃপ্রচার করে, যা তাদের প্রক্রিয়া করে এবং স্মৃতিতে রূপান্তরিত করে।","গবেষকদের মতে, রাতে ঘুমানোর সময় হিপোক্যাম্পাস দিনের সকল ঘটনা নিওকর্টেক্সের কাছে পুনরায় সম্প্রচার করে, আর নিওকর্টেক্স সেগুলো প্রক্রিয়াজাত করে স্মৃতিতে পরিণত করে।",6.060990779999884,,
রাতে খাবার টেবিলে বাবামা আগ্রহ নিয়ে আছেন অনেকদিন পর মেয়ের সঙ্গে জম্পেশ একটা গল্প হবে,"রাতে খাবার টেবিলে বাবা-মায়ের আগ্রহ, অনেকদিন পর মেয়ের সঙ্গে ঝাঁপিয়ে পড়া গল্প হবে।","রাতে ডিনার টেবিলে বাবা-মা উৎসুকভাবে অপেক্ষা করছেন, অনেক দিন পর মেয়ের সাথে চমৎকার একটি গল্প হবে।",2.955000990999906,,
হেয়ারি ব্ল্যাক টাং বা কালো জিহ্বা হয়ে থাকে ব্যাকটেরিয়ার বংশবৃদ্ধির কারণে বা জিহ্বার ছত্রাক সংক্রমণের কারণে,একটি লোমশ কালো জিহ্বা ব্যাকটেরিয়া অতিরিক্ত বৃদ্ধি বা জিহ্বার ছত্রাক সংক্রমণের কারণে হয়।,কালো জিহ্বা বা হেয়ারি ব্ল্যাক টাং সাধারণত ব্যাকটেরিয়ার সংখ্যা বৃদ্ধি অথবা জিহ্বায় ছত্রাকের সংক্রমণের ফলে দেখা দেয়।,3.2475751980000496,,
আর রোদ যেন পুড়িয়ে দিচ্ছে কোমলমতি ত্বক এমন দিনে ত্বকের বন্ধু হলো টক দই,টক দই ত্বকের বন্ধু এমন দিনে সূর্যের কোমল ত্বক পুড়ে যায়।,"এমন তীব্র রোদে কোমল ত্বক পুড়ে যাওয়ার মতো অবস্থা, তখন টক দই ত্বকের সেরা বন্ধু হয়ে দাঁড়ায়।",3.6739911909999137,,
এক সপ্তাহ বা দুই সপ্তাহ এভাবে পান করুন মাইট ও চুলকানি পুরোপুরি দূর হওয়ার জন্য,মাইট এবং চুলকানি থেকে সম্পূর্ণরূপে মুক্তি পেতে এক বা দুই সপ্তাহ এটি পান করুন।,দুই সপ্তাহ বা এক সপ্তাহ এইভাবে পান করলে মাইট এবং চুলকানি সম্পূর্ণভাবে দূর হবে।,3.192756496000584,,
"গলব্লাডারের পাথর আসলে ছোট ছোট বালুর দানার মতো থেকে শুরু করে মটরের দানা বা তার চেয়েও বড় শক্ত দানাদার বস্তু, যা বিভিন্ন রঙের ও বিভিন্ন আকৃতির হতে পারে","পিত্তথলির পাথর আকারে ছোট বালির দানা থেকে শুরু করে মটর-আকারের বা বড় কঠিন পদার্থ পর্যন্ত হতে পারে, যা বিভিন্ন রঙ এবং আকারের হতে পারে।","গলব্লাডারের পাথর মূলত ছোট ছোট বালুকণার মতো থেকে শুরু করে মটরশুঁটি বা তার চেয়েও বড় শক্ত দানাদার পদার্থ, যার রং ও আকার বিভিন্ন রকমের হতে পারে।",6.160418256000412,,
রক্তাল্পতা ও রক্তচাপের সমস্যা নিয়ন্ত্রণ করতে কাজে আসতে পারে বিট,রক্তাল্পতা এবং রক্তচাপের সমস্যা নিয়ন্ত্রণে বিটরুট উপকারী।,বিট রক্তাল্পতা ও রক্তচাপের সমস্যা নিয়ন্ত্রণে সহায়ক হতে পারে।,4.850795735000247,,
সেমিনারে বাংলাদেশ অ্যাটোমিক অ্যানার্জি কমিশনের মাধ্যমে জেনেটিক সিকোয়েন্সিং ল্যাব তৈরি হচ্ছে বলে জানান কমিশনের চেয়ারম্যান ও অ্যধ্যাপক ডা শামীম মমতাজ ফেরদৌসী,সেমিনারে বাংলাদেশ পরমাণু শক্তি কমিশনের মাধ্যমে একটি জেনেটিক সিকোয়েন্সিং ল্যাব তৈরি করা হচ্ছে বলে জানান কমিশনের চেয়ারম্যান ও প্রফেসর ড.শামীম মমতাজ ফেরদৌসী।,,6.896547209000346,request_error:'NoneType' object has no attribute 'strip',
এ করোনার সময়েও যাদের এই ফ্লু ও নিউমোনিয়ার ভ্যাকসিন নেওয়া আছে তাদের জটিলতা কম হওয়ার আশঙ্কা থাকে,এমনকি এই করোনার সময়েও যারা এই ফ্লু এবং নিউমোনিয়ার ভ্যাকসিন নিয়েছেন তাদের কম জটিলতা হওয়ার সম্ভাবনা রয়েছে।,"করোনা মহামারিতেও যারা ফ্লু ও নিউমোনিয়ার টিকা নিয়েছেন, তাদের জটিলতা দেখা দেওয়ার সম্ভাবনা কম থাকে।",2.187567750999733,,
এই আঁশ রক্তের চর্বি কমাবে,এই ফাইবার রক্তের চর্বি কমিয়ে দেবে।,এই আঁশ রক্তের কোলেস্টেরল হ্রাস করবে।,8.209802120999484,,
শারিরীক কিছু পরিবর্তন হতে পারে যেমন ওজন বাড়তে পারে চুল শুসক লাগতে পারে গিরায় ব্যাথা হতে পারে,"কিছু শারীরিক পরিবর্তন হতে পারে যেমন ওজন বৃদ্ধি, চুল শুষ্ক, জয়েন্টে ব্যথা।","শারীরিক কিছু পরিবর্তন দেখা দিতে পারে, যেমন ওজন বেড়ে যেতে পারে, চুল শুষ্ক লাগতে পারে, অথবা জয়েন্টে ব্যথা হতে পারে।",1.5399223120002716,,
আর সে দুধ খেতে না চাইলে দই পনির ছানার মতো দুগ্ধজাত খাবারও প্রতিদিন খাওয়াতে পারেন,"এবং যদি তিনি দুধ পান করতে না চান তবে তিনি প্রতিদিন দুগ্ধজাত পণ্য যেমন দই, পনির এবং ছোলা খেতে পারেন।","সে যদি দুধ না খায়, তাহলে তাকে প্রতিদিন দই, পনির, ছানার মতো অন্যান্য দুগ্ধজাত খাবারও খাওয়ানো যেতে পারে।",2.1808009280002807,,
ডিমে প্রচুর পরিমাণে ভিটামিন ও মিনারেলস থাকে,ডিমে প্রচুর ভিটামিন ও মিনারেল থাকে।,ডিমে ভিটামিন ও মিনারেলের ভাণ্ডার রয়েছে।,3.2628137020001304,,
কোন দেশ কতদিন এই খেলা চালিয়ে নিতে পারে সেটিই এখন দেখার বিষয়,কোন দেশ কতদিন এই খেলা চালিয়ে যেতে পারে সেটাই দেখার বিষয়।,"এখন দেখার বিষয়, কোন দেশ কতদিন এই খেলা চালিয়ে যেতে পারে।",2.3594696509999267,,
অনেক গর্ভবতী মহিলার পেলভিক বা শ্রোণির হাড়ে ব্যথা হওয়া একটি সাধারণ ঘটনা,পেলভিক বা পেলভিক ব্যথা অনেক গর্ভবতী মহিলাদের জন্য একটি সাধারণ ঘটনা।,গর্ভবতী নারীদের পেলভিক বা শ্রোণির হাড়ে ব্যথা হওয়া একটি সাধারণ ব্যাপার।,13.787875905999499,,
 এ উপমহাদেশে আমলকীর বেনারসি জাতটি সবচেয়ে ভালো,বেনারসি জাতের আমলকি এই উপমহাদেশে সেরা।,এ উপমহাদেশে আমলকীর মধ্যে বেনারসি প্রজাতিটিই সবচেয়ে উত্তম।,1.9656942379997417,,
একটা বিষয় বলে রখি মেয়েদের ক্ষেত্রে হরমোন রিপ্লেসমেন্ট থেরাপি নেওয়া যাবে না,একটা কথা বলে রাখি মেয়েদের ক্ষেত্রে হরমোন রিপ্লেসমেন্ট থেরাপি নেওয়া যায় না।,"মেয়েদের জন্য হরমোন রিপ্লেসমেন্ট থেরাপি নেওয়া সম্ভব নয়, বিষয়টি বলে রাখছি।",3.9995101070007877,,
ডিফো এবং মানজোনি দুজনেই লিখেছেন মহামারীর সময় মানুষজন রাস্তায় একে অপরের সঙ্গে দেখা করার সময় নিজেদের মধ্যে দূরত্ব বজায় রাখতো তবে তারা অন্য শহর ও আশেপাশের এলাকার পরিস্থিতি কী তা জানতে চাইতো,ডিফো এবং মানজোনি দুজনেই লিখেছেন যে মহামারী চলাকালীন লোকেরা রাস্তায় একে অপরের সাথে দেখা করার সময় তাদের দূরত্ব বজায় রেখেছিল তবে অন্যান্য শহর এবং আশেপাশের অঞ্চলে কী চলছে তা জানতে চেয়েছিল।,"ডিফো ও মানজোনি উভয়ই উল্লেখ করেছেন যে, মহামারীর সময় মানুষজন রাস্তায় পরস্পরের সাথে সাক্ষাৎকালে দূরত্ব বজায় রাখত, কিন্তু তারা অন্য শহর ও পার্শ্ববর্তী অঞ্চলের অবস্থা সম্পর্কে জানতে আগ্রহী ছিল।",1.8589430689999062,,
কিন্তু গবেষণা থেকে আমরা দেখি এই আপাত বিশ্রামই আপনাকে দুই বছর বেশি বাঁচতে সাহায্য করবে মুক্ত রাখবে মানসিক ও শারীরিক অনেক রোগবালাই থেকেও,কিন্তু গবেষণা দেখায় যে এই আপাত শিথিলতা আপনাকে আরও দুই বছর বাঁচতে সাহায্য করবে এবং আপনাকে অনেক মানসিক ও শারীরিক অসুস্থতা থেকে মুক্ত রাখতে সাহায্য করবে।,"গবেষণায় দেখা যায়, এই আপাত বিশ্রামই আপনাকে আরও দুই বছর বাঁচাতে সহায়তা করবে এবং মানসিক ও শারীরিক নানা রোগ থেকে মুক্ত রাখবে।",2.6942717029996857,,
স্বল্প মাত্রার লোহার ঘাটতি থেকে মস্তিষ্কের বুদ্ধিমত্তার ব্যাঘাতও সৃষ্টি হতে পারে,কম মাত্রায় আয়রনের ঘাটতিও জ্ঞানীয় দুর্বলতার কারণ হতে পারে।,মৃদু লোহার ঘাটতির কারণেও মস্তিষ্কের বুদ্ধিমত্তায় বিঘ্ন ঘটতে পারে।,2.1766650239997034,,
 ফিজিওথেরাপি বিশেষজ্ঞদের মতে এখনও এমন ওষুধ তৈরি হয়নি যে ওষুধ খেলে আপনার মাংসপেশি লম্বা হবে শক্তিশালী হবে এবং আপনার জয়েন্ট মবিলিটি বেড়ে যাবে,"ফিজিওথেরাপি বিশেষজ্ঞরা বলছেন এমন কোনো ওষুধ নেই যা আপনার পেশীকে লম্বা করবে, শক্তিশালী করবে এবং জয়েন্টের গতিশীলতা বাড়াবে।","ফিজিওথেরাপি বিশেষজ্ঞদের মতে, এখনো পর্যন্ত এমন কোনো ওষুধ আবিষ্কৃত হয়নি যা খেলে আপনার পেশী দীর্ঘ ও শক্তিশাল",3.178551580999738,,
 দৈহিক স্থূল শিশুকিশোর যাদের ত্বকের বিভিন্ন অংশে মকমলের মতো কালো অংশ দেখা দিচ্ছে,শারীরিকভাবে মোটা শিশুদের ত্বকের বিভিন্ন অংশে মখমল কালো অংশ দেখা যায়।,"শিশু-কিশোরদের মধ্যে যারা দৈহিকভাবে স্থূল, তাদের ত্বকের বিভিন্ন জায়গায় মখমলের মতো কালো দাগ দেখা যাচ্ছে।",3.4596811909996177,,
 তার খাবার দাবারে বিশেষ সচেতন হতে হবে ও তাকে পর্যাপ্ত বিশ্রামে রাখতে হবে,তার খাদ্যাভ্যাসে বিশেষ যত্ন নিতে হবে এবং পর্যাপ্ত বিশ্রাম দিতে হবে।,তাঁর খাদ্যাভ্যাসের প্রতি বিশেষ নজর দিতে হবে এবং তাঁকে যথেষ্ট বিশ্রামে রাখতে হবে।,1.1602030070007459,,
প্রশ্ন হচ্ছে কৃত্রিম এসব ফর্মুলা দুধ কি স্বাস্থ্যসম্মত এবং বাচ্চার জন্য প্রয়োজনীয় চাহিদা মেটায়,"প্রশ্ন হচ্ছে, এই কৃত্রিম ফর্মুলা দুধগুলো কি স্বাস্থ্যকর এবং শিশুর চাহিদা পূরণ করে?","কৃত্রিম এসব ফর্মুলা দুধ কি স্বাস্থ্যসম্মত এবং শিশুর প্রয়োজনীয় চাহিদা পূরণ করে, সেটাই প্রশ্ন।",2.0259180499997456,,
সুগার বেশি ধরা পড়লেই চিকিৎসা দিতে হবে,সুগার খুব বেশি হলেই চিকিৎসা দিতে হবে।,শরীরে শর্করার মাত্রা বেশি ধরা পড়লে চিকিৎসা করানো প্রয়োজন।,2.7372539850002795,,
 দুধ খাওয়ার সমস্যা  শিশু যদি কিছু সময় দুধ চুষেই হাপিয়ে যায় এবং দুধ খাওয়া বন্ধ করে দেয় তারপর আবার চুষতে শুরু করে অথবা দুধ খেতে বেশি সময় নেয় ২০ মিনিট কিংবা খাওয়ার সময় শ্বাসপ্রশ্বাসের গতি বেড়ে যায় এবং ঘাম হয়,খাওয়ানোর সমস্যা যদি শিশুটি চুষার পরে কিছু সময়ের জন্য হাঁপাতে থাকে এবং খাওয়ানো বন্ধ করে দেয় তারপর আবার চোষা শুরু করে বা খাওয়াতে 20 মিনিটের বেশি সময় নেয় বা খাওয়ানোর সময় শ্বাস-প্রশ্বাসের হার বেড়ে যায় এবং ঘাম হয়।,"শিশুর দুধপানে সমস্যা: কিছুক্ষণ চুষে ক্লান্ত হয়ে পড়ে, দুধ খাওয়া ছেড়ে দেয়, আবার চুষতে শুরু করে, অথবা খেতে ২০ মিনিটের বেশি সময় নেয়, আর খাওয়ার সময় শ্বাস দ্রুত হয় ও ঘাম হয়।",13.780112712999653,,
অনেক প্রফেসনাল সামাজিক সংগঠনের সাথে যুক্ত ছিল,অনেকেই পেশাগত সামাজিক সংগঠনের সঙ্গে যুক্ত ছিলেন।,অনেক পেশাদার সামাজিক প্রতিষ্ঠানের সাথে জড়িত ছিল।,8.49421681900003,,
এই রোগে যেমন ওষুধের প্রয়োজন তেমনি দরকার কাউন্সেলিং,এই রোগের জন্য ওষুধের পাশাপাশি কাউন্সেলিং প্রয়োজন।,"এই অসুখে যেমন ওষুধ লাগে, তেমনই কাউন্সেলিংও জরুরি।",1.1663971449997916,,
শিশুদের প্রধান কারণ হল টনসিল ও এডেনয়েড গ্রন্থির প্রদাহ বা বড় হয়ে যাওয়া,শিশুদের প্রধান কারণ হল টনসিল এবং এডিনয়েডের প্রদাহ বা বৃদ্ধি।,শিশুদের টনসিল ও এডেনয়েড গ্রন্থির প্রদাহ বা বৃদ্ধিই মূল কারণ।,2.4338958849994015,,
২০২০ সালে করোনা মহামারিকালে ডেঙ্গুর সংক্রমণ তেমন একটা দেখা না গেলেও ২০২১ সালে সারাদেশে ডেঙ্গু জ্বরে আক্রান্ত হন ২৮ হাজার ৪২৯ জন,২০২০ সালে করোনা মহামারির সময় ডেঙ্গুর সংক্রমণ খুব একটা দেখা না গেলেও ২০২১ সালে সারাদেশে ডেঙ্গু জ্বরে আক্রান্ত হন ২৮ হাজার ৪২৯ জন।,যদিও ২০২০ সালে করোনা মহামারির সময় ডেঙ্গুর সংক্রমণ তেমন,3.2594946239996716,,
পেট ব্যথা বা কামড়ালে সুকরালফেট দেওয়া হয়,পেট ব্যথা বা বেলচিং এর জন্য সুক্রালফেট দেওয়া হয়।,পেটে ব্যথা বা কামড়ের জন্য সুক্রালফেট প্রদান করা হয়।,6.344811136999851,,
ফলে তারা প্রয়োজনীয় সেবা পাচ্ছে না,ফলে প্রয়োজনীয় সেবা পাচ্ছেন না তারা।,তাই তারা প্রয়োজনীয় সেবা থেকে বঞ্চিত হচ্ছে।,4.142476596000051,,
ক্লোজআপ খ্যাত শিল্পী সাব্বির জামান বলেন সাধারণত ডাক্তারদেরকে নিয়ে আমাদের দেশে খুব একটা গান নেই,"ক্লোজআপ শিল্পী সাব্বির জামান বলেন, আমাদের দেশে সাধারণত ডাক্তারদের নিয়ে খুব বেশি গান হয় না।","আমাদের দেশে সাধারণত ডাক্তারদের নিয়ে খুব বেশি গান নেই, বলছেন ক্লোজআপ খ্যাত শিল্পী সাব্বির জামান।",1.1710012539997479,,
আরেকজনের তাতে কোনো সমস্যা হয় না,এতে অন্য ব্যক্তির কোনো সমস্যা নেই।,এতে অপর কারও কোনো অসুবিধা নেই।,1.2316642860005231,,
এতে শিশুর সঠিক ওজন উচ্চতা ও শারীরিক গঠনগত সমস্যা দেখা দেয়,এটি শিশুর সঠিক ওজন এবং শরীরের গঠন সমস্যা সৃষ্টি করে।,"এতে শিশুর ওজন, উচ্চতা ও শারীরিক গঠনের সঠিক সমস্যা প্রকাশ পায়।",7.966464360999453,,
পরে করোনা মুক্ত হন তারা,পরে তারা করোনা মুক্ত হন।,করোনামুক্ত হন তারা পরবর্তীকালে।,1.1348023229993487,,
" তবে শুধু এটুকু জেনে রাখুন, নিয়মিত মদ্যপান কিন্তু সরাসরি দাঁতের ক্ষতিও করে",তবে শুধু জেনে রাখুন নিয়মিত মদ্যপানও সরাসরি দাঁতের ক্ষতি করে।,"শুধু এটা জেনে নিন, নিয়মিত মদপান দাঁতের সরাসরি ক্ষতি করে।",1.1372652720001497,,
তাই যাঁদের ঝুঁকি আছে তাঁরা নিয়মিত রক্ত ও প্রস্রাব পরীক্ষা করবেন,তাই যাদের ঝুঁকি রয়েছে তাদের নিয়মিত রক্ত ​​ও প্রস্রাব পরীক্ষা করা উচিত।,সুতরাং যাদের ঝুঁকি আছে তারা নিয়মিত রক্ত ও মূত্র পরীক্ষা করাবেন।,2.477910724999674,,
অনেক ক্ষেত্রে রোগী সুস্থ হন আবার অনেক ক্ষেত্রে রোগীর মৃত্যুও হয়,অনেক ক্ষেত্রে রোগী সুস্থ হয় আবার অনেক ক্ষেত্রে রোগী মারা যায়।,"অনেক সময় রোগী ভালো হয়ে যান, আবার অনেক সময় রোগীর মৃত্যুও ঘটে।",1.230594826000015,,
 কোনো কোনো অঞ্চলে কদম ফুল তরকারি হিসেবে রান্না করেও খাওযা হয়,কিছু কিছু অঞ্চলে কদম ফুল তরকারি হিসেবে রান্না করে খাওয়া হয়।,কিছু কিছু অঞ্চলে কদম ফুল তরকারি হিসেবে রান্না করে খ,3.7610525519994553,,
জন্মগত হৃদরোগে আক্রান্ত শিশুর যত্ন,জন্মগত হৃদরোগে আক্রান্ত শিশুর যত্ন।,জন্মগত হৃদরোগে ভোগা শিশুর সেবা।,7.537235267000142,,
গর্ভবতী ক্ষীণকায় ব্যক্তির জন্য বেশ উপকারী,পাতলা গর্ভবতী ব্যক্তির জন্য খুবই উপকারী,গর্ভবতী ও দুর্বল শরীরের মানুষের জন্য এটি অত্যন্ত লাভজনক।,2.080297046999476,,
শিশুর তাপমাত্রা প্রতিদিন সকালে এবং সন্ধ্যায় কমপক্ষে একবার দেখতে হবে,প্রতিদিন সকালে এবং সন্ধ্যায় অন্তত একবার শিশুর তাপমাত্রা পরীক্ষা করা উচিত।,প্রতিদিন সকালে ও সন্ধ্যায় শিশুর তাপমাত্রা অন্তত একবার পরীক্ষা করা উচিত।,6.323208827000599,,
 গত ৯ দিনে জেলায় মোট ৮০ জন ডেঙ্গুজ্বরে আক্রান্ত হয়েছেন,গত ৯ দিনে জেলায় মোট ৮০ জন ডেঙ্গু জ্বরে আক্রান্ত হয়েছেন।,জেলায় গত ৯ দিনে ডেঙ্গুতে আক্রান্ত হয়েছেন মোট ৮০ জন।,5.22432382199986,,
আমরা যদি পরিবেশ সম্পর্কে সচেতন থাকি তাহলে ডেঙ্গিকে অনেকটাই মোকাবেলা করা সম্ভব,পরিবেশ সম্পর্কে সচেতন হলে ডেঙ্গু অনেকটাই নিয়ন্ত্রণযোগ্য।,পরিবেশ সচেতন থাকলে ডেঙ্গি মোকাবেলা করা অনেকটাই সম্ভব।,3.520707962000415,,
চুল পাতলা হয়ে ঝরতে শুরু করে,চুল পাতলা হতে শুরু করে এবং পড়তে শুরু করে।,চুলের ঘনত্ব কমে ঝরে পড়তে শুরু করে।,2.0230214339999293,,
সাম্প্রতিক এ ভাইরাস সংক্রান্ত মহামারি থেকে পাওয়া তথ্য থেকে বোঝা যায় যে চিকুনগুনিয়া জ্বরের ফলে ক্রনিক পর্যায়ে ছাড়া তীব্র অসুস্থতাও হতে পারে,সাম্প্রতিক ভাইরাল প্রাদুর্ভাবের প্রমাণ থেকে বোঝা যায় যে চিকুনগুনিয়া জ্বর দীর্ঘস্থায়ী পর্যায়ের পাশাপাশি তীব্র অসুস্থতার কারণ হতে পারে।,"এই ভাইরাসজনিত সাম্প্রতিক মহামারি থেকে প্রাপ্ত তথ্য ইঙ্গিত দেয় যে চিকুনগুনিয়া জ্বর শুধু দীর্ঘমেয়াদী পর্যায়েই নয়, বর",5.363205542999822,,
বলা হচ্ছে এখন পর্যন্ত আমাদের সবমিলিয়ে কমবেশি ৫০০ ভেন্টিলেটর আছে যা দিয়ে রোগীদের কৃত্রিম শ্বাসপ্রশ্বাস চালু রাখা সম্ভব,বলা হয় যে আমাদের কাছে মোট প্রায় 500 ভেন্টিলেটর রয়েছে যা দিয়ে রোগীদের কৃত্রিম শ্বাস-প্রশ্বাসে রাখা যেতে পারে।,"এখন পর্যন্ত আমাদের মোট প্রায় পাঁচশো ভেন্টিলেটর রয়েছে, যার মাধ্যমে রোগীদের",3.984447060999628,,
আমার হুঁশ ফেরার পর হাত দিয়ে দেখি তিনি বামপাশে হার্নিয়ার কথা বললেও ডানপাশে অপারেশন করেছেন,"আমি জ্ঞান ফেরার পর, আমি আমার হাত দিয়ে দেখলাম যে তিনি ডান পাশে অপারেশন করেছেন, যদিও তিনি বাম পাশের হার্নিয়ার কথা বলেছিলেন।","আমি যখন জ্ঞান ফিরে পাই, তখন হাত দিয়ে দেখি তিনি বাম পাশে হার্নিয়ার কথা জানালেও ডান পাশে অস্ত্রোপচার করেছেন।",3.9462617569997747,,
তাই অনেকে একে আরও সহজ করে বোঝাতে শুধু প্লাজমা সেল না বলে প্লাজমা বি সেল বলে,তাই সহজে বোঝার জন্য অনেকে একে প্লাজমা সেল না বলে প্লাজমা বি সেল বলে।,তাই অনেকেই এটিকে আরও সহজভাবে বোঝাতে প্লাজমা সেল না বলে প্লাজমা বি সেল বলে থাকেন।,1.5465593419994548,,
 লিচু  এ ফলে জলীয় অংশ অনেক,লিচুতে রয়েছে প্রচুর পরিমাণে পানি।,লিচু ফলে প্রচুর পরিমাণে জল থাকে।,0.9360172730002887,,
কিন্তু অতিরিক্ত ঘাম হলে তাঁরা ডাবের পানি ওরস্যালাইন বা সামান্য লবণ মেশানো পানি খেতে পারবেন,কিন্তু অতিরিক্ত ঘাম হলে নারকেলের পানি বা স্যালাইন বা সামান্য লবণ মিশিয়ে পানি পান করতে পারেন।,"তবে বেশি ঘামলে তাঁরা ডাবের পানি, ওরস্যালাইন অথবা অল্প লবণ মেশানো পানি পান করতে পারেন।",3.146112108000125,,
পুরুষত্বহীনতা  এটি পুরুষের যৌনকার্যে অক্ষমতাকে বুঝায়,পুরুষত্বহীনতা বলতে পুরুষদের যৌন কার্য সম্পাদনে অক্ষমতা বোঝায়।,পুরুষত্বহীনতা বলতে পুরুষের যৌনক্রিয়ায় অক্ষমতাকে বোঝানো হয়।,3.1541764499997953,,
এ বিষয়ে বিস্তারিত জানিয়েছেন বৃহদন্ত্র ও পায়ুপথ সার্জারি বিশেষজ্ঞ অধ্যাপক ডা একেএম ফজলুল হক,এ বিষয়ে বিস্তারিত জানিয়েছেন কোলন ও রেকটাল সার্জারি বিশেষজ্ঞ ডাঃ একেএম ফজলুল হক।,বৃহদন্ত্র ও পায়ুপথ সার্জারি বিশেষজ্ঞ অধ্যাপক ডা,3.2373011380004755,,
কিন্তু কোনো কারণে শরীরের রোগপ্রতিরোধ ক্ষমতা কমে গেলেই কেবল এই সংক্রমণের মাত্রা বেড়ে যেতে পারে যেটা ১ লাখে ২০ থেকে ৩০ জন হতে পারে,কিন্তু কোনো কারণে শরীরের রোগ প্রতিরোধ ক্ষমতা কমে গেলে সংক্রমণের মাত্রা বাড়তে পারে যা ১ লাখে ২০ থেকে ৩০ হতে পারে।,"কিন্তু যদি কোনো কারণে শরীরের রোগ প্রতিরোধ ক্ষমতা হ্রাস পায়, তবেই এই সংক্রমণের পরিমাণ বাড়তে পারে, যা প্রতি লাখে ২০ থেকে ৩০ জনের মধ্যে হতে পারে।",7.3596424950001165,,
 তবে ডায়াবেটিস রোগীরা নিয়মিত খেজুর খেলে ১ বা ২টি খেতে হবে,তবে ডায়াবেটিস রোগীদের নিয়মিত ১ বা ২ খেজুর খাওয়া উচিত।,"তবে ডায়াবেটিসে আক্রান্ত ব্যক্তিরা যদি নিয়মিত খেজুর খান, তাহলে ১ কিংবা ২টি খাওয়া উচিত।",3.6091129930000534,,
পাঠকদের বোঝার সুবিধার্থে এ পর্যায়ে কমন কিছু Cognitive distortion বা ক্ষতিকর Cognition নিয়ে আলোচনা প্রাসঙ্গিক মনে করি,"পাঠকদের বোঝার সুবিধার্থে, আমি মনে করি এই পর্যায়ে কিছু সাধারণ জ্ঞানীয় বিকৃতি বা ক্ষতিকারক জ্ঞান নিয়ে আলোচনা করা প্রাসঙ্গিক।",এই পর্যায়ে পাঠকদের বোধগম্যতার জন্য কিছু সাধারণ Cognitive distortion বা ক্ষতিকর Cognition নিয়ে আলোচনা করা প্রাসঙ্গিক বলে মনে করি।,5.182397337999646,,
