text,label,Gemini_3.1_Flash_preview
নাচ গান কবিতা ঘুরে ঘুরেও খাওয়ানোর সব কিছুই ট্রাই করি বাট নাথিং ওয়ার্ক!,NAR,NAR
"ওর চিৎকারে এমন মনে হয় ওর ভোকাল কর্ড ছিড়ে যাবে,,, কীভাবে ওকে খাওয়াব, নিজেরে খুউব অপারগ লাগছে।",NAR,INQ
আমার মেয়ের বয়স ৩ মাস ১৭ দিন।।,NAR,NAR
আমার ছেলের বয়স ৩+,NAR,NAR
"গত একমাস থেকে ওকে   Cow & gate দুধ টা দিয়েছি,১ম কয়েকদিন তেমন কোন পরিবর্তন দেখি নি কিন্তু আজকে ১০-১২ দিন থেকে যতবার ই দুধ খাচ্ছে সাথে সাথে পায়খানা করছে,ফেনা ফেনা,ছাকড়া ছাকড়া।",NAR,NAR
বুকের দুধ খেলেও সেইম ই হচ্ছে।।,NAR,NAR
হোমিও ঔষধ খাওয়াচ্ছি কোন কাজ হচ্ছে না।।,NAR,NAR
আপনি বলাতে চাইলে ওর সামনে বলে বলে চেষ্টা করেন।,SUG,SUG
ডায়পার চেঞ্জের সময় টুকুতে চেক করবেন।,SUG,SUG
আর সেটাও যদি না হয় তাহলে ২-৩ মিনিটের জন্য তার হাতে এমন কিছু দিবেন যেটা সে সহজে চাইলেও পায় না।,SUG,SUG
এই টেষ্ট গুলোর কিছু খালি পেটে আবার কিছু ভরা পেটে করাতে হবে।,SUG,INF
গরম সেক নিন দিনে কয়েকবার।,SUG,SUG
হট ওয়াটার ব্যাগ ব্যবহার করতে পারেন।,SUG,SUG
আপু আপনি যেহেতু ওর কান্না ম্যানেজ করতে পারতেছেন না যদি সম্ভব হয় তাহলে ওর থেকে কয়েকদিন দূরে থাকুন।,SUG,SUG
"১০ মাসে হামাগুড়ি না দেওয়াটা অস্বাভাবিক না,আর ১-২মাস অপেক্ষা করতে পারেন।",SUG,SUG
ডাক্তার দেখলেই সবচেয়ে ভালো কারণ এমনি ব্লিডিং এটা নরমাল কিন্তু ভিতরে ভিতরে প্রবলেম থেকে থাকলে বেশ বিপদজ্জনক।,SUG,SUG
আপনি যার আন্ডারে ডেলিভারি করিয়েছেন উনাকে আরেকবার দেখান।,SUG,SUG
"এভাবে করে দেখুন আপু,বিকাল ৪ টার পরে কোনোভাবেই ঘুমাতে দিবেন না।",SUG,SUG
"খেলতে দিবেন, ক্লান্ত হয়ে ঘুমিয়ে যাবে, রুম একদম অন্ধকার করে শোয়াবেন, নিরব থাকে যেন রুমিটা আর কি।",SUG,SUG
শুধু এইটুকু সময়ে স্যালাইন দিতে পারেন।,SUG,SUG
পেট ভালো হলে আর দিবেন না।,SUG,SUG
ডক্টরকে জিজ্ঞেস না করে জিঙ্ক দিয়েন না।,SUG,SUG
"যেহেতু ৫ মাস রানিং, পেট ভালো হওয়ার ১ সপ্তাহ পর আপেল সিদ্ধ, ভালো ভাবে ম্যাশ করে আধা চা চামচ পর পর চার দিন দিয়ে দেখবেন।",SUG,SUG
চারদিন পর কলা চটকে দিবেন।,SUG,SUG
"ঘুমের উপযোগী পরিবেশ তৈরি করতে আপনার শিশুর ঘর থেকে টেলিভিশন, কম্পিউটার এবং অন্যান্য ইলেকট্রনিক ডিভাইসগুলি সরান।",SUG,SUG
একটি উষ্ণ স্নান করাতে পারেন যদি বাচচা বেশি গরম বোধ করে ।,SUG,SUG
"পিজে পরান , দাঁত ব্রাশ করুন এবং শুভ-রাত্রির গল্প পড়ুন - নিয়মিত অভ্যাস করান।",SUG,SUG
বাচ্চাকে আস্থা দিন ।,SUG,SUG
বাচ্চাকে  বলুন তাঁর যখন প্রয়োজন হবে আপনি সাথে সাথে হাজির হবেন ।,SUG,SUG
এর পর ও যদি  না শুনে তবে অন্য পথ আছে ।,SUG,NAR
এই সময় বাচ্চার  সাথে  গল্প করেন বা গল্প বলতে পারেন মজার কোন ।,SUG,SUG
"তাই তাকে শর্ত  দিন তুমি বড়  হয়েছো,  এখন থেকে একা ঘুমাবে এটা রুল ।",SUG,SUG
নিরাপত্তার সেন্স গড়ে তুলুন,SUG,SUG
"এই কারণে প্রথম বাচ্চাদের ভুতের ভয়  দেখিয়ে খাবার খাওয়ান ,ঘুমানোর হাবিট  গুলা আগে মা বাবাদেরই ছাড়তে হবে",SUG,SUG
বাচ্চার রুমে কিছু ডেকোরেট  ফেইরি লাইটস লাগিয়ে সজিয়ে দিতে পারেন,SUG,SUG
বাচ্চাকে বোঝান  এই রুমে তাঁর সাথে আর অনেক জনই রয়েছে,SUG,SUG
ধার্মিক হলে দুয়া পরে ঘুমানোর অভ্যাস  করতে পারেন ।,SUG,SUG
"ভুতের গল্প ,মুভি দেখা থেকে বিরত রাখুন ।",SUG,SUG
একটি শোবার সময় সেট করুন এবং রাতের রুটিন বজায় রাখুন,SUG,SUG
সবসময় আপনার সন্তানেকে  মনে করিয়ে দিন  এর পর কি কি কাজ ।,SUG,SUG
"একটি শুভরাত্রির পর, আপনার ছোট্টটি শিশুটি  কে  তাদের প্রিয় সিরিয়াল  বা পছন্দের নাস্তা বেছে নিতে দিন বা পরের দিন সকালে তাদের পোশাক  নিজেদের বাছাই করতে দিন।",SUG,SUG
দিনে দশ মিনিট  হলেও এক সময়  শিশুকে অগ্রাধিকার দিন।,SUG,SUG
"যদিও কান্নার মতো আচরণকে উপেক্ষা করা গুরুত্বপূর্ণ, তবে আপনার  শিশুর ভাল আচরণকে পুরস্কৃত করা উচিত।",SUG,SUG
দিনের বেলায় আপনার সন্তানের প্রতি মনোযোগ দিন,SUG,SUG
বেবীর নীড আর কিউ বুঝে দিতে হবে।,SUG,SUG
তবে fm বা পাম্প করে bm এর ক্ষেত্রে একটা খুব সহয সূত্র আছে যেটা পুষ্টিবিদ ও ডাক্তাররা ফলো করেন।,SUG,INF
"ফ্লোরাইড ছাড়া টুথপেস্ট পাওয়া যায় বাচ্চাদের, তা ইউজ করতে পারেন।",SUG,SUG
যখন একজন ডাক্তারের কাছে যান তার উপর আস্থা রাখুন নয়ত না যাওয়াই ভাল।,SUG,SUG
"আপু, একদমই মন খারাপ করবেন না, অনেক বেবিদেরই এই প্রবলেমটা হয়।",SUG,NAR
"বাবু একবার মুখে নিলেই ওকে এপ্রিশিয়েট করবেন, এতে আগ্রহ বাড়বে।",SUG,SUG
"কালারফুল প্লেটে খাবার দিতে পারেন, খাওয়ানোর সময় ওকে ফুড চিনাবেন।",SUG,SUG
"ব্লেন্ড করা খাবার একদমই অফ করে সেমি সলিড ট্রাই করেন, মেইন মিল দেওয়ার ২ ঘন্টা আগে কিছু খাওয়াবেন না, এতে পেটে খিদে থাকবে।",SUG,SUG
"এইভাবে প্রথম দিকে একটু হয়তো কম খাবে, যেহেতু একদম ব্লেন্ড করা ফুড থেকে সলিডে অভ্যস্ত হতে হবে, তাই আপনাকেও একটু ধৈর্য্য ধরে থাকতে হবে।",SUG,SUG
"আপনারা যারা সেম বিষয় নিয়ে স্ট্রাগল করছেন, কারও কথায় কান দিবেন না।",SUG,SUG
প্রতিদিন রাতে বা দিনে যে কোনো সময় ভালো ক্লিঞ্জার বা ফেস ওয়াশ দিয়ে ভালো করে মুখ ধুয়ে ও মুছে নিন।,SUG,SUG
এবার ক্রিমটি পরিমান মত হাতে নিয়ে স্কিনে আলতো করে ব্যবহার করুন,SUG,SUG
তাই আয়োডিনযুক্ত লবণ খেতে হবে।,SUG,SUG
সাদা চালের ভাতের বদলে বিভিন্ন গম জাতীয় শস্য যুক্ত করে নিন আপনার প্রতিদিনের খাদ্য তালিকায়।,SUG,SUG
পেটের মেদ কাটিয়ে উঠতে চাইলে প্রতিদিন প্রচুর পরিমাণে পানি পান করতে হবে।,SUG,SUG
উচ্চ তেলযুক্ত খাবার এবং কোল্ড ড্রিঙ্কসগুলো শরীরের বিভিন্ন জায়গায় চর্বি জমিয়ে রাখে। তাই এগুলো বাদ দিতে হবে।,SUG,SUG
চিনি জাতীয় খাবার থেকে দূরেই থাকুন অর্থাৎ চিনিকে না বলুন।,SUG,SUG
১ গ্লাস হালকা গরম পানিতে লেবু চিপে সরবত করে সঙ্গে একটু লবণ মিশিয়ে নিন।,SUG,SUG
ইচ্ছে হলে একটু মধুও মিশিয়ে নিতে পারেন।,SUG,SUG
কিন্তু চিনি মিশাবেন না।,SUG,SUG
প্রতিদিন সকালে পানীয়টি পান করুন।,SUG,SUG
এগুলো রান্নায় ব্যবহার করুন।,SUG,SUG
প্রতিদিন সকাল এবং বিকাল এই দুই সময়ে ফল খান।,SUG,SUG
"যতদিন পেটের মেদ না কমবে ততদিন নন-ভেজ খাদ্য অর্থাৎ মাংস, মাছ, ডিম, দুধ বাদ দিতে হবে।",SUG,SUG
তবে মাছের টুকরোর চামড়া ফেলে খাওয়া যেতেই পারে।,SUG,SUG
কাঁচা রসুনের কয়েক কোয়া সকাল বেলা চুষে খান।,SUG,SUG
তারপরে লেবুর সরবত পান করুন।,SUG,SUG
এই চিকিৎসাটি আপনার ওজন কমানোর জন্য সাহায্য করবে এবং শরীরের রক্ত প্রবাহ সহজ করবে।,SUG,INF
আরো জানতে বিশেষজ্ঞ ডাক্তারের পরামর্শ নিন।,SUG,SUG
"কয়েল পরিহার করে মশারি ব্যবহার করুন ভাই, এটাই শ্রেও",SUG,SUG
এ থেকে বাঁচার জন্য দীর্ঘ মেয়াদী চিকিৎসা করাতে হয়।,SUG,INF
বিষণ্ণতার জন্য সাইকোথেরাপি বা মেডিসিন বা কোন কোন সময়ে দুই চিকিৎসারই প্রয়োজন হয় কিন্তু মন খারাপের জন্য সাধারণত চিকিৎসার প্রয়োজন হয় না।,SUG,INF
এই জায়গায় জারমিসল দিয়ে মালিস করতে হবে।,SUG,SUG
আপনি বক্ষব্যাধি ডাক্তার দেখাতে পারেন,SUG,SUG
আর সাথে মনোরোগ বিশেষজ্ঞ ডাক্তারের পরামর্শ নিন,SUG,SUG
১ এবং ৩ নিয়মিত এক টাইমে পর্যাপ্ত ঘুমাতে হবে আর ২ এর জন্য ভাল ডাক্তার দেখিয়ে ঔষধ সেবন করতে হবে।,SUG,SUG
"ফাষ্ট আপনাকে আশ জাতীয় খাবার খেতে হবে, চর্বি জাতিয় খাবার এবায়োট করতে হবে।",SUG,SUG
পায়খানা সময় নিয়ে করতে হবে তাড়াহুরা করা যাবে না।,SUG,SUG
পায়খা শক্ত করা যাবে না।,SUG,SUG
খেয়াল রাখবেন পায়খার রাস্তা দিয়ে কেন পিন্ডর মত আশে কি না।,SUG,SUG
কৃমির জন্য এটা খান।,SUG,SUG
পাইলস বিশেষজ্ঞ একজন ডাক্তারের পরামর্শ নিবেন।,SUG,SUG
"ভেতরে ছোট পেন্ট পরবেন, এতে করে চামড়া উঠবেনা",SUG,SUG
ত্বকে চুলকানির সমস্যার স্থায়ী সমাধান পেতে হলে কিছু উপায় মেনে চলতে হবে।,SUG,INF
ত্বকে চুলকানি হলে বার বার চুলকে তা বাড়িয়ে তুলবেন না।,SUG,SUG
সেজন্য প্রথমে ১ চামচ করে বেকিং সোডা ও লেবুর রস নিয়ে একসঙ্গে মেশাতে হবে।,SUG,SUG
মিশ্রণ তৈরি হয়ে গেলে ত্বকের চুলকানির স্থানি লাগিয়ে মিনিট দশেকের মতো অপেক্ষা করতে হবে।,SUG,SUG
এরপর পরিষ্কার পানি দিয়ে ধুয়ে নিতে হবে।,SUG,SUG
নিয়মিত এভাবে ব্যবহার করলে ত্বকের চুলকানি থেকে মুক্তি পাবেন।,SUG,SUG
নিমপাতা ধুয়ে পরিষ্কার করে নিন।,SUG,SUG
